candidate_id,site_id,site_name,bom_id,class,asset_role,planned_asset_ref,source_state,cluster_id,x_m,y_m,z_resolution,yaw_deg,scale,band,placement_policy,resolution_status,collision,nanite,hard_rule,ue_required
SS_014_ARCHITECTURE_033,SS_014,Salvage Yard,OT_ARCH_004,architecture,Fence bases panels and gates,map-owned://MOD_FENCE_02,map_owned_definition,SS_014_ARCHITECTURE_C06,76.669,-33.743,socket_or_trace_in_ue,359.42,1,south_edge,socket_or_manual,asset_candidate_resolved_transform_still_candidate,Simple box,No,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_ARCHITECTURE_034,SS_014,Salvage Yard,OT_ARCH_004,architecture,Fence bases panels and gates,map-owned://MOD_GATE_02,map_owned_definition,SS_014_ARCHITECTURE_C06,95.308,-14.934,socket_or_trace_in_ue,270.84,1,east_edge,socket_or_manual,asset_candidate_resolved_transform_still_candidate,Simple box,No,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_ARCHITECTURE_035,SS_014,Salvage Yard,OT_ARCH_001,architecture,Plain wall skins and caps,map-owned://MOD_WALL_02,map_owned_definition,SS_014_ARCHITECTURE_C06,53.726,-0.632,socket_or_trace_in_ue,90.22,1,west_edge,socket_or_manual,asset_candidate_resolved_transform_still_candidate,Graybox authoritative,No,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_ARCHITECTURE_036,SS_014,Salvage Yard,OT_ARCH_004,architecture,Fence bases panels and gates,map-owned://MOD_GATE_02,map_owned_definition,SS_014_ARCHITECTURE_C06,94.672,-14.554,socket_or_trace_in_ue,270.21,1,east_edge,socket_or_manual,asset_candidate_resolved_transform_still_candidate,Simple box,No,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_ARCHITECTURE_037,SS_014,Salvage Yard,OT_ARCH_001,architecture,Plain wall skins and caps,map-owned://MOD_WALL_02,map_owned_definition,SS_014_ARCHITECTURE_C07,53.603,-3.556,socket_or_trace_in_ue,89.46,1,west_edge,socket_or_manual,asset_candidate_resolved_transform_still_candidate,Graybox authoritative,No,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_ARCHITECTURE_038,SS_014,Salvage Yard,OT_ARCH_001,architecture,Plain wall skins and caps,map-owned://MOD_WALL_04,map_owned_definition,SS_014_ARCHITECTURE_C07,95.064,-14.239,socket_or_trace_in_ue,269.4,1,east_edge,socket_or_manual,asset_candidate_resolved_transform_still_candidate,Graybox authoritative,No,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_ARCHITECTURE_039,SS_014,Salvage Yard,OT_ARCH_001,architecture,Plain wall skins and caps,map-owned://MOD_WALL_02,map_owned_definition,SS_014_ARCHITECTURE_C07,64.795,-1.236,socket_or_trace_in_ue,179.42,1,north_edge,socket_or_manual,asset_candidate_resolved_transform_still_candidate,Graybox authoritative,No,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_ARCHITECTURE_040,SS_014,Salvage Yard,OT_ARCH_001,architecture,Plain wall skins and caps,map-owned://MOD_WALL_04,map_owned_definition,SS_014_ARCHITECTURE_C07,53.484,-10.868,socket_or_trace_in_ue,90.86,1,west_edge,socket_or_manual,asset_candidate_resolved_transform_still_candidate,Graybox authoritative,No,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_ARCHITECTURE_041,SS_014,Salvage Yard,OT_ARCH_004,architecture,Fence bases panels and gates,map-owned://MOD_FENCE_02,map_owned_definition,SS_014_ARCHITECTURE_C07,83.377,-33.946,socket_or_trace_in_ue,359.64,1,south_edge,socket_or_manual,asset_candidate_resolved_transform_still_candidate,Simple box,No,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_ARCHITECTURE_042,SS_014,Salvage Yard,OT_ARCH_001,architecture,Plain wall skins and caps,map-owned://MOD_WALL_04,map_owned_definition,SS_014_ARCHITECTURE_C07,94.52,-3.87,socket_or_trace_in_ue,269.59,1,east_edge,socket_or_manual,asset_candidate_resolved_transform_still_candidate,Graybox authoritative,No,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_ARCHITECTURE_043,SS_014,Salvage Yard,OT_ARCH_004,architecture,Fence bases panels and gates,map-owned://MOD_FENCE_02,map_owned_definition,SS_014_ARCHITECTURE_C08,64.28,-33.063,socket_or_trace_in_ue,359.6,1,south_edge,socket_or_manual,asset_candidate_resolved_transform_still_candidate,Simple box,No,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_ARCHITECTURE_044,SS_014,Salvage Yard,OT_ARCH_001,architecture,Plain wall skins and caps,map-owned://MOD_WALL_04,map_owned_definition,SS_014_ARCHITECTURE_C08,69.815,-0.505,socket_or_trace_in_ue,179.53,1,north_edge,socket_or_manual,asset_candidate_resolved_transform_still_candidate,Graybox authoritative,No,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_TACTICAL_001,SS_014,Salvage Yard,OT_TAC_006,tactical,Large hard scrap cover,/Game/Scene_Junkyard/Assets/MS/3D/Urb_Str_Bin_Trash_Metal_Worn_01/SM_Urb_Str_Bin_Trash_Metal_Worn_01_A,staged_pack_asset,SS_014_TACTICAL_C01,75.33,-3.259,terrain_trace_in_ue,33.3,1.027,interior_authored,manual_only,asset_candidate_resolved_transform_still_candidate,Simple proxies,Per mesh,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_TACTICAL_002,SS_014,Salvage Yard,OT_TAC_006,tactical,Large hard scrap cover,/Game/Scene_Junkyard/Assets/MS/3D/Ind_Fac_Tank_Gas_Metal_Worn_01/SM_Ind_Fac_Tank_Gas_Metal_Worn_01,staged_pack_asset,SS_014_TACTICAL_C01,55.231,-22.483,terrain_trace_in_ue,131.56,1.034,interior_authored,manual_only,asset_candidate_resolved_transform_still_candidate,Simple proxies,Per mesh,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_TACTICAL_003,SS_014,Salvage Yard,OT_TAC_006,tactical,Large hard scrap cover,/Game/Scene_Junkyard/Assets/MS/3D/Ind_Jun_Scrap_Cover_Metal_Weathered_01/SM_Ind_Jun_Scrap_Cover_Metal_Weathered_01,staged_pack_asset,SS_014_TACTICAL_C01,83.763,-6.537,terrain_trace_in_ue,88.01,1.0262,interior_authored,manual_only,asset_candidate_resolved_transform_still_candidate,Simple proxies,Per mesh,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_TACTICAL_004,SS_014,Salvage Yard,OT_TAC_006,tactical,Large hard scrap cover,/Game/Scene_Junkyard/Assets/MS/3D/Ind_Jun_Tank_Metal_Rusty_01/SM_Ind_Jun_Tank_Metal_Rusty_01,staged_pack_asset,SS_014_TACTICAL_C02,84.833,-31.091,terrain_trace_in_ue,244.85,1.0217,interior_authored,manual_only,asset_candidate_resolved_transform_still_candidate,Simple proxies,Per mesh,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_TACTICAL_005,SS_014,Salvage Yard,OT_TAC_006,tactical,Large hard scrap cover,/Game/Scene_Junkyard/Assets/MS/3D/Ind_Aba_Tank_Gas_Metal_Worn_02/SM_Ind_Aban_Tank_Gas_Metal_Worn_02,staged_pack_asset,SS_014_TACTICAL_C02,61.105,-23.359,terrain_trace_in_ue,140.61,0.9038,interior_authored,manual_only,asset_candidate_resolved_transform_still_candidate,Simple proxies,Per mesh,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_TACTICAL_006,SS_014,Salvage Yard,OT_TAC_006,tactical,Large hard scrap cover,/Game/Scene_Junkyard/Assets/MS/3D/Urb_Str_Bin_Trash_Metal_Worn_01/SM_Urb_Str_Bin_Trash_Metal_Worn_01_A,staged_pack_asset,SS_014_TACTICAL_C02,62.198,-26.341,terrain_trace_in_ue,174.05,0.9754,interior_authored,manual_only,asset_candidate_resolved_transform_still_candidate,Simple proxies,Per mesh,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_TACTICAL_007,SS_014,Salvage Yard,OT_TAC_006,tactical,Large hard scrap cover,/Game/Scene_Junkyard/Assets/MS/3D/Ind_Fac_Tank_Gas_Metal_Worn_01/SM_Ind_Fac_Tank_Gas_Metal_Worn_01,staged_pack_asset,SS_014_TACTICAL_C03,63.909,-30.351,terrain_trace_in_ue,55.04,0.9781,interior_authored,manual_only,asset_candidate_resolved_transform_still_candidate,Simple proxies,Per mesh,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_TACTICAL_008,SS_014,Salvage Yard,OT_TAC_006,tactical,Large hard scrap cover,/Game/Scene_Junkyard/Assets/MS/3D/Ind_Jun_Scrap_Cover_Metal_Weathered_01/SM_Ind_Jun_Scrap_Cover_Metal_Weathered_01,staged_pack_asset,SS_014_TACTICAL_C03,83.713,-2.592,terrain_trace_in_ue,22.32,1.0476,interior_authored,manual_only,asset_candidate_resolved_transform_still_candidate,Simple proxies,Per mesh,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_TACTICAL_009,SS_014,Salvage Yard,OT_TAC_006,tactical,Large hard scrap cover,/Game/Scene_Junkyard/Assets/MS/3D/Ind_Jun_Tank_Metal_Rusty_01/SM_Ind_Jun_Tank_Metal_Rusty_01,staged_pack_asset,SS_014_TACTICAL_C03,76.034,-5.548,terrain_trace_in_ue,242.65,0.9735,interior_authored,manual_only,asset_candidate_resolved_transform_still_candidate,Simple proxies,Per mesh,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_TACTICAL_010,SS_014,Salvage Yard,OT_TAC_006,tactical,Large hard scrap cover,/Game/Scene_Junkyard/Assets/MS/3D/Ind_Aba_Tank_Gas_Metal_Worn_02/SM_Ind_Aban_Tank_Gas_Metal_Worn_02,staged_pack_asset,SS_014_TACTICAL_C04,65.274,-6.788,terrain_trace_in_ue,190.87,0.9462,interior_authored,manual_only,asset_candidate_resolved_transform_still_candidate,Simple proxies,Per mesh,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_TACTICAL_011,SS_014,Salvage Yard,OT_TAC_006,tactical,Large hard scrap cover,/Game/Scene_Junkyard/Assets/MS/3D/Urb_Str_Bin_Trash_Metal_Worn_01/SM_Urb_Str_Bin_Trash_Metal_Worn_01_A,staged_pack_asset,SS_014_TACTICAL_C04,55.384,-16.002,terrain_trace_in_ue,49.71,0.9793,interior_authored,manual_only,asset_candidate_resolved_transform_still_candidate,Simple proxies,Per mesh,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_TACTICAL_012,SS_014,Salvage Yard,OT_TAC_006,tactical,Large hard scrap cover,/Game/Scene_Junkyard/Assets/MS/3D/Ind_Fac_Tank_Gas_Metal_Worn_01/SM_Ind_Fac_Tank_Gas_Metal_Worn_01,staged_pack_asset,SS_014_TACTICAL_C04,55.269,-26.898,terrain_trace_in_ue,175.06,0.969,interior_authored,manual_only,asset_candidate_resolved_transform_still_candidate,Simple proxies,Per mesh,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_TACTICAL_013,SS_014,Salvage Yard,OT_TAC_006,tactical,Large hard scrap cover,/Game/Scene_Junkyard/Assets/MS/3D/Ind_Jun_Scrap_Cover_Metal_Weathered_01/SM_Ind_Jun_Scrap_Cover_Metal_Weathered_01,staged_pack_asset,SS_014_TACTICAL_C05,79.651,-27.38,terrain_trace_in_ue,215.63,0.9139,interior_authored,manual_only,asset_candidate_resolved_transform_still_candidate,Simple proxies,Per mesh,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_TACTICAL_014,SS_014,Salvage Yard,OT_TAC_006,tactical,Large hard scrap cover,/Game/Scene_Junkyard/Assets/MS/3D/Ind_Jun_Tank_Metal_Rusty_01/SM_Ind_Jun_Tank_Metal_Rusty_01,staged_pack_asset,SS_014_TACTICAL_C05,61.174,-24.458,terrain_trace_in_ue,35.81,0.933,interior_authored,manual_only,asset_candidate_resolved_transform_still_candidate,Simple proxies,Per mesh,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_TACTICAL_015,SS_014,Salvage Yard,OT_TAC_003,tactical,Static vehicle cover,/Game/CitySampleVehicles/vehicle09_Van/Mesh/SM_vehVan_vehicle09_LOD,staged_pack_asset,SS_014_TACTICAL_C05,71.97,-29.396,terrain_trace_in_ue,306.85,0.9705,interior_authored,manual_only,asset_candidate_resolved_transform_still_candidate,Simple proxy,Provisional,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_TACTICAL_016,SS_014,Salvage Yard,OT_TAC_006,tactical,Large hard scrap cover,/Game/Scene_Junkyard/Assets/MS/3D/Urb_Str_Bin_Trash_Metal_Worn_01/SM_Urb_Str_Bin_Trash_Metal_Worn_01_A,staged_pack_asset,SS_014_TACTICAL_C06,60.304,-25.409,terrain_trace_in_ue,233.87,1.0064,interior_authored,manual_only,asset_candidate_resolved_transform_still_candidate,Simple proxies,Per mesh,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_TACTICAL_017,SS_014,Salvage Yard,OT_TAC_006,tactical,Large hard scrap cover,/Game/Scene_Junkyard/Assets/MS/3D/Ind_Fac_Tank_Gas_Metal_Worn_01/SM_Ind_Fac_Tank_Gas_Metal_Worn_01,staged_pack_asset,SS_014_TACTICAL_C06,75.001,-6.419,terrain_trace_in_ue,148.75,0.9199,interior_authored,manual_only,asset_candidate_resolved_transform_still_candidate,Simple proxies,Per mesh,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_TACTICAL_018,SS_014,Salvage Yard,OT_TAC_006,tactical,Large hard scrap cover,/Game/Scene_Junkyard/Assets/MS/3D/Ind_Jun_Scrap_Cover_Metal_Weathered_01/SM_Ind_Jun_Scrap_Cover_Metal_Weathered_01,staged_pack_asset,SS_014_TACTICAL_C06,85.46,-6.357,terrain_trace_in_ue,230.66,0.902,interior_authored,manual_only,asset_candidate_resolved_transform_still_candidate,Simple proxies,Per mesh,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_TACTICAL_019,SS_014,Salvage Yard,OT_TAC_006,tactical,Large hard scrap cover,/Game/Scene_Junkyard/Assets/MS/3D/Ind_Jun_Tank_Metal_Rusty_01/SM_Ind_Jun_Tank_Metal_Rusty_01,staged_pack_asset,SS_014_TACTICAL_C07,65.372,-5.116,terrain_trace_in_ue,16.07,1.0408,interior_authored,manual_only,asset_candidate_resolved_transform_still_candidate,Simple proxies,Per mesh,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_TACTICAL_020,SS_014,Salvage Yard,OT_TAC_006,tactical,Large hard scrap cover,/Game/Scene_Junkyard/Assets/MS/3D/Ind_Aba_Tank_Gas_Metal_Worn_02/SM_Ind_Aban_Tank_Gas_Metal_Worn_02,staged_pack_asset,SS_014_TACTICAL_C07,65.359,-24.201,terrain_trace_in_ue,348.08,1.0091,interior_authored,manual_only,asset_candidate_resolved_transform_still_candidate,Simple proxies,Per mesh,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_TACTICAL_021,SS_014,Salvage Yard,OT_TAC_003,tactical,Static vehicle cover,/Game/CitySampleVehicles/vehicle13_Car/Mesh/SM_vehCar_vehicle13_LOD,staged_pack_asset,SS_014_TACTICAL_C07,59.991,-23.828,terrain_trace_in_ue,339.17,1.0224,interior_authored,manual_only,asset_candidate_resolved_transform_still_candidate,Simple proxy,Provisional,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_TACTICAL_022,SS_014,Salvage Yard,OT_TAC_006,tactical,Large hard scrap cover,/Game/Scene_Junkyard/Assets/MS/3D/Ind_Fac_Tank_Gas_Metal_Worn_01/SM_Ind_Fac_Tank_Gas_Metal_Worn_01,staged_pack_asset,SS_014_TACTICAL_C08,68.621,-30.236,terrain_trace_in_ue,15.24,0.954,interior_authored,manual_only,asset_candidate_resolved_transform_still_candidate,Simple proxies,Per mesh,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_TACTICAL_023,SS_014,Salvage Yard,OT_TAC_006,tactical,Large hard scrap cover,/Game/Scene_Junkyard/Assets/MS/3D/Ind_Jun_Scrap_Cover_Metal_Weathered_01/SM_Ind_Jun_Scrap_Cover_Metal_Weathered_01,staged_pack_asset,SS_014_TACTICAL_C08,80.243,-8.197,terrain_trace_in_ue,201.89,1.0091,interior_authored,manual_only,asset_candidate_resolved_transform_still_candidate,Simple proxies,Per mesh,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_TACTICAL_024,SS_014,Salvage Yard,OT_TAC_006,tactical,Large hard scrap cover,/Game/Scene_Junkyard/Assets/MS/3D/Ind_Jun_Tank_Metal_Rusty_01/SM_Ind_Jun_Tank_Metal_Rusty_01,staged_pack_asset,SS_014_TACTICAL_C08,65.694,-27.927,terrain_trace_in_ue,111.58,1.0061,interior_authored,manual_only,asset_candidate_resolved_transform_still_candidate,Simple proxies,Per mesh,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_TACTICAL_025,SS_014,Salvage Yard,OT_TAC_003,tactical,Static vehicle cover,/Game/CitySampleVehicles/vehicle09_Van/Mesh/SM_vehVan_vehicle09_LOD,staged_pack_asset,SS_014_TACTICAL_C09,88.972,-20.686,terrain_trace_in_ue,24.27,1.0019,interior_authored,manual_only,asset_candidate_resolved_transform_still_candidate,Simple proxy,Provisional,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_TACTICAL_026,SS_014,Salvage Yard,OT_TAC_006,tactical,Large hard scrap cover,/Game/Scene_Junkyard/Assets/MS/3D/Urb_Str_Bin_Trash_Metal_Worn_01/SM_Urb_Str_Bin_Trash_Metal_Worn_01_A,staged_pack_asset,SS_014_TACTICAL_C09,87.64,-24.968,terrain_trace_in_ue,39.67,0.995,interior_authored,manual_only,asset_candidate_resolved_transform_still_candidate,Simple proxies,Per mesh,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_TACTICAL_027,SS_014,Salvage Yard,OT_TAC_006,tactical,Large hard scrap cover,/Game/Scene_Junkyard/Assets/MS/3D/Ind_Fac_Tank_Gas_Metal_Worn_01/SM_Ind_Fac_Tank_Gas_Metal_Worn_01,staged_pack_asset,SS_014_TACTICAL_C09,92.477,-23.229,terrain_trace_in_ue,75.13,0.9802,interior_authored,manual_only,asset_candidate_resolved_transform_still_candidate,Simple proxies,Per mesh,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_TACTICAL_028,SS_014,Salvage Yard,OT_TAC_006,tactical,Large hard scrap cover,/Game/Scene_Junkyard/Assets/MS/3D/Ind_Jun_Scrap_Cover_Metal_Weathered_01/SM_Ind_Jun_Scrap_Cover_Metal_Weathered_01,staged_pack_asset,SS_014_TACTICAL_C10,60.729,-30.216,terrain_trace_in_ue,146.11,1.0384,interior_authored,manual_only,asset_candidate_resolved_transform_still_candidate,Simple proxies,Per mesh,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_UTILITY_001,SS_014,Salvage Yard,OT_UTIL_005,utility,Conduit cable and wall run,map-owned://MOD_UTIL_03,map_owned_definition,SS_014_UTILITY_C01,52.595,-22.951,socket_or_trace_in_ue,86.51,1.0108,west_edge,socket_or_manual,asset_candidate_resolved_transform_still_candidate,None,No,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_UTILITY_002,SS_014,Salvage Yard,OT_UTIL_005,utility,Conduit cable and wall run,map-owned://MOD_UTIL_03,map_owned_definition,SS_014_UTILITY_C01,53.282,-23.788,socket_or_trace_in_ue,86.16,0.9394,west_edge,socket_or_manual,asset_candidate_resolved_transform_still_candidate,None,No,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_UTILITY_003,SS_014,Salvage Yard,OT_UTIL_005,utility,Conduit cable and wall run,map-owned://MOD_UTIL_03,map_owned_definition,SS_014_UTILITY_C01,53.753,-25.798,socket_or_trace_in_ue,93.86,0.9087,west_edge,socket_or_manual,asset_candidate_resolved_transform_still_candidate,None,No,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_UTILITY_004,SS_014,Salvage Yard,OT_UTIL_005,utility,Conduit cable and wall run,map-owned://MOD_UTIL_03,map_owned_definition,SS_014_UTILITY_C02,95.101,-4.07,socket_or_trace_in_ue,269.44,0.9489,east_edge,socket_or_manual,asset_candidate_resolved_transform_still_candidate,None,No,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_UTILITY_005,SS_014,Salvage Yard,OT_UTIL_005,utility,Conduit cable and wall run,map-owned://MOD_UTIL_03,map_owned_definition,SS_014_UTILITY_C02,53.594,-26.526,socket_or_trace_in_ue,92.9,1.0897,west_edge,socket_or_manual,asset_candidate_resolved_transform_still_candidate,None,No,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_UTILITY_006,SS_014,Salvage Yard,OT_UTIL_005,utility,Conduit cable and wall run,map-owned://MOD_UTIL_03,map_owned_definition,SS_014_UTILITY_C02,78.83,-0.622,socket_or_trace_in_ue,178.21,0.9924,north_edge,socket_or_manual,asset_candidate_resolved_transform_still_candidate,None,No,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_UTILITY_007,SS_014,Salvage Yard,OT_UTIL_005,utility,Conduit cable and wall run,map-owned://MOD_UTIL_03,map_owned_definition,SS_014_UTILITY_C03,53.107,-6.907,socket_or_trace_in_ue,88.35,0.9691,west_edge,socket_or_manual,asset_candidate_resolved_transform_still_candidate,None,No,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_UTILITY_008,SS_014,Salvage Yard,OT_UTIL_005,utility,Conduit cable and wall run,map-owned://MOD_UTIL_03,map_owned_definition,SS_014_UTILITY_C03,79.448,-0.893,socket_or_trace_in_ue,170.53,0.9045,north_edge,socket_or_manual,asset_candidate_resolved_transform_still_candidate,None,No,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_INDUSTRIAL_001,SS_014,Salvage Yard,OT_SCRAP_003,industrial,Rusty barrels,/Game/Scene_Junkyard/Assets/MS/3D/Ind_Aba_Storage_Barrel_Metal_Blue_01/SM_Ind_Aba_Storage_Barrel_Metal_Blue_01,staged_pack_asset,SS_014_INDUSTRIAL_C01,74.431,-10.444,terrain_trace_in_ue,161.46,1.0208,interior_authored,large_manual_small_seeded,asset_candidate_resolved_transform_still_candidate,Simple capsule,Provisional,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_INDUSTRIAL_002,SS_014,Salvage Yard,OT_SCRAP_002,industrial,Tires single and stacks,/Game/Scene_Junkyard/Assets/MS/3D/Res_Jun_Wheel_Metal_Weathered_01/SM_Res_Jun_Wheel_Metal_Weathered_01,staged_pack_asset,SS_014_INDUSTRIAL_C01,74.717,-8.133,terrain_trace_in_ue,77.31,0.9505,interior_authored,large_manual_small_seeded,asset_candidate_resolved_transform_still_candidate,None or simple,Per mesh,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_INDUSTRIAL_003,SS_014,Salvage Yard,OT_SCRAP_002,industrial,Tires single and stacks,/Game/Scene_Junkyard/Assets/MS/3D/Res_Jun_Wheel_Metal_Weathered_01/SM_Res_Jun_Wheel_Metal_Weathered_01,staged_pack_asset,SS_014_INDUSTRIAL_C01,83.335,-6.146,terrain_trace_in_ue,43.92,0.9332,interior_authored,large_manual_small_seeded,asset_candidate_resolved_transform_still_candidate,None or simple,Per mesh,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_INDUSTRIAL_004,SS_014,Salvage Yard,OT_SCRAP_003,industrial,Rusty barrels,/Game/Scene_Junkyard/Assets/MS/3D/Ind_Aba_Storage_Barrel_Metal_Green_01/SM_Ind_Aba_Storage_Barrel_Metal_Green_01,staged_pack_asset,SS_014_INDUSTRIAL_C01,91.091,-14.516,terrain_trace_in_ue,200.21,0.9503,interior_authored,large_manual_small_seeded,asset_candidate_resolved_transform_still_candidate,Simple capsule,Provisional,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
SS_014_INDUSTRIAL_005,SS_014,Salvage Yard,OT_SCRAP_004,industrial,Shovels hand tools and repair tools,/Game/MilitaryTrench/Assets/3D/Ind_Mine_Tool_Shovel_Old_01/StaticMeshes/SM_Ind_Mine_Tool_Shovel_Old_01,staged_pack_asset,SS_014_INDUSTRIAL_C01,79.801,-30.883,terrain_trace_in_ue,86.24,0.9124,interior_authored,large_manual_small_seeded,asset_candidate_resolved_transform_still_candidate,None,Per mesh,Vehicles and large scrap are manual tactical placements,"Resolve terrain/facade Z, pivot, bounds, dependencies, collision and final visual acceptance"
